"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Lasso-Rodríguez G.; Melgar-Bieberach R.","Lasso-Rodríguez, Guillermo (60218457000); Melgar-Bieberach, Rebeca (57219244606)","60218457000; 57219244606","Triggering evaluation improvements with artificial intelligence in a university’s andragogy didactics and curriculum","2025","Discover Education","4","1","527","","","0","10.1007/s44217-025-00892-x","https://www.scopus.com/pages/publications/105023392868?origin=resultslist","Faculty of Education Sciences and Human Development, Universidad Latina de Panamá, Panama, Panama","Lasso-Rodríguez G., Faculty of Education Sciences and Human Development, Universidad Latina de Panamá, Panama, Panama; Melgar-Bieberach R., Faculty of Education Sciences and Human Development, Universidad Latina de Panamá, Panama, Panama","The motivation for this mixed-methods research comes from the experiences of a PhD amid participant observation on courses of a master’s Program in Higher Education from a university in Central America. Natural Language Processing is used on students’ communication exchanges from WhatsApp groups, allowing to gain insights on the overall sentiment during the 11 courses of the program from 2024. Robotic Process Automation is employed to monitor the progress without much manual effort using Python, whose code is exposed as part of the article. The focus is then placed on the micro-curriculum due to its relatively agile characteristics. Further findings trigger a wider exercise, as a second research phase, where students from all the university faculties are invited to voluntarily and anonymously answer a questionnaire based on the exploration from the first phase, with the objective of discovering key opportunities to improve the quality of the curriculum evaluation process, with emphasis on the student perspective. As part of the results, the university strengths are identified, while also recognizing key opportunities: better introduction of the mechanisms offered for suggesting improvements; promotion of open feedback from students to the professors and administrative personnel, including an increased accessibility of the latter; and necessary adjustments to the standard course evaluation form in Moodle, to increase its usefulness. Overall, highlighting the importance of student participation in the curriculum development. The study applies an exploratory to descriptive sequential design, providing the means for simplified reusability and comparability in similar projects with other higher education institutions. © The Author(s) 2025.","Course evaluation; Curriculum development; Higher education; Panama; Robotic process automation; Sentiment analysis","","G. Lasso-Rodríguez; Faculty of Education Sciences and Human Development, Universidad Latina de Panamá, Panama, Panama; email: Guillermo.Lasso@outlook.com","","Discover","27315525","","","","English","Discov. Educ.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105023392868"
"Cardona F.V.; García V.C.; Valencia D.P.","Cardona, Federico Vásquez (60382877000); García, Valentina Carmona (60382877100); Valencia, Daniel Pérez (60382534800)","60382877000; 60382877100; 60382534800","ChatGPT in Higher Education: A Cross-Sectional Study of Student Usage, Ethical Perceptions, and Implications for Academic Integrity; [ChatGPT en l'educació superior: un estudi transversal sobre el seu ús, percepcions ètiques i impacte en la integritat acadèmica]; [ChatGPT en la educación superior: un estudio transversal sobre su uso, percepciones éticas e impacto en la integridad académica]","2025","Revista de Bioetica y Derecho","","65","","101","119","0","10.1344/rbd2025.65.49416","https://www.scopus.com/pages/publications/105029965958?origin=resultslist","CES University, Colombia; CES University, Colombia; CES University, Colombia","Cardona F.V., CES University, Colombia; García V.C., CES University, Colombia; Valencia D.P., CES University, Colombia","The rapid adoption of ChatGPT—a Generative AI chatbot—in higher education has raised concerns about academic integrity, ethical responsibility, and the development of critical-thinking skills. This cross-sectional study investigates the usage patterns and ethical perceptions of ChatGPT among 381 students (technical, undergraduate, and postgraduate) at a university in Colombia during the first semester of 2024. An anonymous online survey—distributed through snowball sampling—collected data on demographics, ChatGPT usage, perceptions, and its impact on academic assignments. Descriptive statistics and bivariate analyses were conducted using crude prevalence ratios (PR) and 95% confidence intervals to explore associations between sex, training, and perceptions. Results indicate that 46.7% of students used ChatGPT for evaluative assignments, 34.6% for essays, and 25.2% for research projects. Notably, 60.4% allowed ChatGPT to complete parts of their assignments, and 17.1% used it to fully complete at least one of the last four assignments. Only 7.6% received training on its optimal use. Male students were significantly more likely to participate in training courses (PR = 5.57; 95% CI: 2.54–12.22; p < 0.001), and this participation was associated with an increased perception of incoherent responses generated by ChatGPT (PR = 1.31; 95% CI: 1.09–1.58; p = 0.033). This study highlights the widespread use of ChatGPT and underscores the urgent need for enhanced training and the integration of ethical considerations into academic curricula. Such measures are essential for maximizing the benefits of generative AI while mitigating risks to academic integrity, ethical responsibility, and critical thinking. Copyright (c) 2025 Federico Vásquez Carmona, Valentina Carmona García, Daniel Pérez Valencia.","artificial intelligence; ChatGPT; critical thinking; ethics; higher education; perception; risks","","","","Universitat de Barcelona, Observatorio de Bioetica y Derecho","18865887","","","","English","Rev. Bioetica Derecho","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105029965958"
"Santos Divino S.B.","Santos Divino, Sthéfano Bruno (57212136337)","57212136337","Hey, ChatGPT: How should we teach law to Generation AI?","2024","Journal of Applied Learning and Teaching","7","2","","406","411","5","10.37074/jalt.2024.7.2.6","https://www.scopus.com/pages/publications/85211357226?origin=resultslist","Law School, Federal University of Lavras, Minas Gerais, Brazil","Santos Divino S.B., Law School, Federal University of Lavras, Minas Gerais, Brazil","Technology is no longer a tool but a skill. Teaching is a challenge in the age of Generative Artificial Intelligence (AI). However, the real problem seems to be not about what to teach but how to teach. So, this opinion piece aims to answer the following research question (RQ): How should we teach Generation AI? In this opinion piece, I share some teaching notes and propose five recommendations for AI use in education, especially in legal education. © 2024. Sthéfano Bruno Santos Divino.","AI; Artificial Intelligence; case study; Generative Artificial Intelligence; higher education; law; lawyer; legal education","","S.B. Santos Divino; Law School, Federal University of Lavras, Minas Gerais, Brazil; email: sthefanoadv@hotmail.com","","Kaplan Singapore","2591801X","","","","English","J. Appl. Learn. Teach.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85211357226"
"Flores Hinostroza E.M.; Mendoza D.J.; Navarro Cejas M.; Palacios Trujillo E.P.","Flores Hinostroza, Elizeth Mayrene (58699456400); Mendoza, Derling Jose (57204472470); Navarro Cejas, Mercedes (57221978929); Palacios Trujillo, Edinson Patricio (59339314100)","58699456400; 57204472470; 57221978929; 59339314100","Linear regression model to predict the use of artificial intelligence in experimental science students","2025","International Electronic Journal of Mathematics Education ","20","1","em0807","","","5","10.29333/iejme/15736","https://www.scopus.com/pages/publications/85217455705?origin=resultslist","Universidad Tecnica de Manabi, Portoviejo, Ecuador; Universidad Nacional de Chimborazo, Riobamba Canton, Ecuador; Universidad Nacional de Educación, Chuquipata Sector, Ecuador; Universidad Estatal de la Península de Santa Elena, La Libertad, Ecuador","Flores Hinostroza E.M., Universidad Tecnica de Manabi, Portoviejo, Ecuador, Universidad Nacional de Chimborazo, Riobamba Canton, Ecuador; Mendoza D.J., Universidad Nacional de Chimborazo, Riobamba Canton, Ecuador, Universidad Nacional de Educación, Chuquipata Sector, Ecuador; Navarro Cejas M., Universidad Tecnica de Manabi, Portoviejo, Ecuador, Universidad Nacional de Chimborazo, Riobamba Canton, Ecuador; Palacios Trujillo E.P., Universidad Nacional de Chimborazo, Riobamba Canton, Ecuador, Universidad Estatal de la Península de Santa Elena, La Libertad, Ecuador","This study builds on the increasing relevance of technology integration in higher education, specifically in artificial intelligence (AI) usage in educational contexts. Background research highlights the limited exploration of AI training in educational programs, particularly within Latin America. AI has become increasingly pivotal in educational practices, influencing the development of competencies in various disciplines, including experimental sciences. This study aimed to describe the correlation between professional competencies in AI, AI usage, and digital resources among students in the experimental sciences education program at the National University of Chimborazo. Methodologically, a quantitative approach was employed, involving a structured survey distributed among 459 students. Data analysis was conducted using multiple regression models to establish predictive insights into AI usage. A multiple linear regression model was developed to predict AI usage among these students. The analysis revealed significant correlations between AI competencies, AI usage, and digital resources. The regression model highlighted that both AI competencies and digital resources are significant predictors of AI usage. These findings underscore the importance of developing AI competencies and providing access to digital resources to enhance the effective use of AI in educational practices. Limitations and future research directions are discussed. © 2025 by Author/s and Licensed by Modestum.","artificial intelligence; digital resources; higher education; multiple regression analysis; professional competencies; technology integration","","D.J. Mendoza; Universidad Nacional de Chimborazo, Riobamba Canton, Ecuador; email: derling.mendoza@unae.edu.ec","","Modestum LTD","13063030","","","","English","Int. Electron. J. Math. Educ","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85217455705"
"Perilla-Granados J.S.A.","Perilla-Granados, Juan Sebastián Alejandro (57023375100)","57023375100","Dynamic relationships between Human Intelligence and Artificial Intelligence in academic research; [Relações dinâmicas entre a Inteligência Humana e a Inteligência Artificial na pesquisa acadêmica]; [Relaciones dinámicas entre la Inteligencia Humana y la Inteligencia Artificial en la investigación académica]","2024","Biblios","87","","e014","","","0","10.5195/biblios.2024.1227","https://www.scopus.com/pages/publications/85219006186?origin=resultslist","Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia","Perilla-Granados J.S.A., Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia","Objective. Determine which research activities must continue to be assumed by human researchers because they represent a limitation to the current developments of Artificial Intelligence for the context of current higher education. Method. To validate this hypothesis, a hermeneutic-critical research approach is adopted, which seeks to interpret advances in previous research from contextualized questions. To develop this research approach, qualitative methods are used, which, although they do not rule out the use of numbers, generate the validation of the hypothesis from non-numerical analysis. For this reason, the documentary review of new knowledge products classified as scientific by the medium in which they have been published is adopted as an information collection strategy. Results. The knowledge of Human Intelligence was organized into four levels for the management of research data: first, declarative; second, procedural; third, schematic; and strategic fourth. Within the framework of this classification, the present and expected developments of Artificial Intelligence were interpreted, which have six types: reactive, short-term memory, autonomous, theory of mind, general and superintelligence. Currently, only the first three types of artificial intelligence have been developed, which correspond to the first two levels of human knowledge. Therefore, it is possible to determine that Artificial Intelligence has the possibility of assuming the research activities of the first two levels and human intelligence refers to the last two levels. Conclusions. Academic research must accept the dynamic coexistence between Human Intelligence and Artificial Intelligence, considering that the former has the possibility of using the latter as support in the generation of new knowledge. While Artificial Intelligence can make review products, Human Intelligence has the possibility of making reflection and proposal products to ensure advances in knowledge. Consequently, the academic community must prioritize the publication of exclusive products of human activity, both in its editorial processes and in strategies to measure the quality of higher education institutions. © 2024 University Library System, University of Pittsburgh. All rights reserved.","Academic research; artificial intelligence; human intelligence; levels of knowledge; technological developments; technological limits","","","","University Library System, University of Pittsburgh","15624730","","","","Spanish","Biblios","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85219006186"
"Morales-Romero G.; Quispe-Andía A.; Trinidad-Loli N.; Durán-Herrera V.; Nieves-Barreto C.; Suarez-Bazalar R.; Huarcaya-Godoy M.; Cruz-Telada Y.; Caller-Luna J.; Chamorro-Atalaya O.","Morales-Romero, Guillermo (57226641946); Quispe-Andía, Adrián (57322720800); Trinidad-Loli, Nicéforo (57226839859); Durán-Herrera, Víctor (58037702000); Nieves-Barreto, Constantino (57931533400); Suarez-Bazalar, Raul (58128283400); Huarcaya-Godoy, Madison (57454015500); Cruz-Telada, Yreneo (58537070500); Caller-Luna, Juan (57979171400); Chamorro-Atalaya, Omar (57729726800)","57226641946; 57322720800; 57226839859; 58037702000; 57931533400; 58128283400; 57454015500; 58537070500; 57979171400; 57729726800","Formative Research Developing Applications with Augmented Reality: A Case Study of Attitude Assessment in University Students","2023","International Journal of Learning, Teaching and Educational Research","22","9","","261","279","2","10.26803/ijlter.22.9.14","https://www.scopus.com/pages/publications/85174045554?origin=resultslist","Facultad de Ciencias, Universidad Nacional de Educación Enrique Guzmán y Valle, Peru; Facultad de Ciencias Administrativas, Universidad Nacional Del Callao, Peru; Facultad Ciencias de la Salud, Universidad Autónoma de Ica, Peru; Facultad de Ciencias de la Salud, Universidad Privada Del Norte, Peru; Facultad de Ingeniería y Gestión, Universidad Nacional Tecnológica de Lima Sur, Peru","Morales-Romero G., Facultad de Ciencias, Universidad Nacional de Educación Enrique Guzmán y Valle, Peru; Quispe-Andía A., Facultad de Ciencias, Universidad Nacional de Educación Enrique Guzmán y Valle, Peru; Trinidad-Loli N., Facultad de Ciencias, Universidad Nacional de Educación Enrique Guzmán y Valle, Peru; Durán-Herrera V., Facultad de Ciencias Administrativas, Universidad Nacional Del Callao, Peru; Nieves-Barreto C., Facultad de Ciencias Administrativas, Universidad Nacional Del Callao, Peru; Suarez-Bazalar R., Facultad de Ciencias Administrativas, Universidad Nacional Del Callao, Peru; Huarcaya-Godoy M., Facultad de Ciencias Administrativas, Universidad Nacional Del Callao, Peru; Cruz-Telada Y., Facultad Ciencias de la Salud, Universidad Autónoma de Ica, Peru; Caller-Luna J., Facultad de Ciencias de la Salud, Universidad Privada Del Norte, Peru; Chamorro-Atalaya O., Facultad de Ingeniería y Gestión, Universidad Nacional Tecnológica de Lima Sur, Peru","Student attitudes towards formative research at a university can provide valuable information for understanding and addressing the barriers and challenges students face in this field. Even more so, with the advancement of artificial intelligence it is relevant to include augmented reality applications in formative research processes. In this sense, this case study aims to identify the level of attitude towards formative research developing applications with augmented reality. The research makes use of the quantitative approach of descriptive level and non-experimental design. A questionnaire with 28 statements was used, with categories to be evaluated through the Likert scale being skills, obstacles, positive assessment and negative assessment towards the investigation. It was identified that organising, writing, making decisions and working in a team are skills that students consider relevant to conduct formative research. While the obstacles indicated as relevant are the lack of time, lack of knowledge and the economic aspect. Finally, most students present a low or regular attitude towards research. Therefore, it is concluded that there is an urgent need to implement institutional policies that lead to a greater strengthening of formative research activities, even more so when these activities are aimed at applying emerging technologies such as augmented reality. This case study makes it possible to close a gap on what type of specific support students need and on what skills should be reinforced in a particular way so that they can move towards the development and growth of scientific production in the university environment. © 2023 Society for Research and Knowledge Management. All rights reserved.","attitudes; augmented reality; formative research; university students","","G. Morales-Romero; Facultad de Ciencias, Universidad Nacional de Educación Enrique Guzmán y Valle, Peru; email: gmorales@une.edu.pe","","Society for Research and Knowledge Management","16942116","","","","English","Intl. J. Learn. Teach. Edu. Res.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85174045554"
"Noboa Torres M.L.; Guevara C.; Ribadeneira Pazmiño D.A.; Avalos Espinoza D.P.","Noboa Torres, María Lorena (59413782800); Guevara, Cesar (56452706300); Ribadeneira Pazmiño, Daniela Alejandra (59413926400); Avalos Espinoza, Daniela Paola (58776254400)","59413782800; 56452706300; 59413926400; 58776254400","Predictive Model to Evaluate University Students' Perception and Attitude Towards Artificial Intelligence","2024","Journal of Educational and Social Research","14","6","","162","180","0","10.36941/jesr-2024-0163","https://www.scopus.com/pages/publications/85209366776?origin=resultslist","Universidad Estatal de Bolívar, Faculta de Ciencias de la Educación, Sociales, Filosóficas y Humanísticas, Guaranda, Ecuador; Universidad Tecnológica Indoamérica, Centro de Mecatrónica y Sistemas Interactivos, MIST, Ambato, Ecuador","Noboa Torres M.L., Universidad Estatal de Bolívar, Faculta de Ciencias de la Educación, Sociales, Filosóficas y Humanísticas, Guaranda, Ecuador; Guevara C., Universidad Tecnológica Indoamérica, Centro de Mecatrónica y Sistemas Interactivos, MIST, Ambato, Ecuador; Ribadeneira Pazmiño D.A., Universidad Estatal de Bolívar, Faculta de Ciencias de la Educación, Sociales, Filosóficas y Humanísticas, Guaranda, Ecuador; Avalos Espinoza D.P., Universidad Estatal de Bolívar, Faculta de Ciencias de la Educación, Sociales, Filosóficas y Humanísticas, Guaranda, Ecuador","Artificial Intelligence is emerging as a transformative tool impacting various industries, including education As Artificial Intelligence continues to develop and gain prominence in classrooms, understanding how students perceive this integration and how it affects their educational experience becomes crucial. The aim of this research was to develop a model to predict the perception of students at Bolívar State University regarding the use and potentialities of Artificial Intelligence in the educational field. The methodology employed a factorial analysis, which represents the relationships among a set of variables. From this, a logistic regression was performed, generating an equation to identify predictors that allowed understanding student behavior based on specific characteristics such as attitude, perception, and satisfaction. As a technique for information gathering, a questionnaire composed of 25 items on a Likert scale was used, statistically validated with a Cronbach's alpha value of 0.925. The results of the model show that all covariates, except ""Insecurity and fear of using artificial intelligence tools"", are significant (p < 0.001). This suggests that the remaining variables are related to the dependent variable ""Positive Perception of the Usefulness of Artificial Intelligence in Learning"". It is concluded that students have limited knowledge about Artificial Intelligence, and this may cause them to have unrealistic expectations. Training can help students learn about AI and how to use it effectively and ethically. © 2024 Noboa Torres et al.","artificial intelligence; attitude; higher education; perception; predictive model","","","","Richtmann Publishing Ltd","2239978X","","","","English","J. Edu. Soc. Res.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85209366776"
"Corzo-Zavaleta J.; Navarro-Castillo Y.; Ugaz-Rivero M.","Corzo-Zavaleta, Janet (57219023987); Navarro-Castillo, Yulissa (59469048800); Ugaz-Rivero, Mildher (58505526700)","57219023987; 59469048800; 58505526700","Use of artificial intelligence in university education: Bibliometric exploration; [Uso de la inteligencia artificial en la educación universitaria: exploración bibliométrica]","2025","Desde el Sur","17","1","e0010","","","6","10.21142/DES-1701-2025-0010","https://www.scopus.com/pages/publications/85217453178?origin=resultslist","Universidad Nacional Agraria La Molina, Lima, Peru; Universidad de Ciencias y Humanidades, Lima, Peru; Universidad Politécnica de Madrid, Madrid, Spain; Pontificia Universidad Católica del Perú, Lima, Peru","Corzo-Zavaleta J., Universidad Nacional Agraria La Molina, Lima, Peru, Universidad de Ciencias y Humanidades, Lima, Peru; Navarro-Castillo Y., Universidad Nacional Agraria La Molina, Lima, Peru, Universidad Politécnica de Madrid, Madrid, Spain; Ugaz-Rivero M., Universidad Nacional Agraria La Molina, Lima, Peru, Pontificia Universidad Católica del Perú, Lima, Peru","This study aims to conduct a bibliometric analysis to investigate the current state of artificial intelligence (AI) adoption and utilization in higher education. A quantitative methodology was employed, analyzing 1476 scientific articles from renowned databases such as Scopus and Web of Science. Data was processed using the digital tools R and VOSviewer. The findings reveal an exponential growth in publications, with a growing focus on personali-zed learning, automated assessment, and the use of tools like ChatGPT. Significant international collaborations were identified; however, ethical challenges and the need for appropriate policies to ensure equitable and effective AI implementation in education were also highlighted. This study provides a global overview of research trends in AI in higher education, examining its applications, opportu-nities, and challenges for the teaching-learning process. © 2025, Universidad Cientifica del Sur. All rights reserved.","Artificial intelligence; educational technology; higher education; teaching and learning","","Y. Navarro-Castillo; Universidad Nacional Agraria La Molina, Lima, Peru; email: ynavarro@lamolina.edu.pe","","Universidad Cientifica del Sur","20762674","","","","Spanish","Desde. el. Sur.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85217453178"
"Valdiviezo V.M.; Timaná D.B.B.; Cava L.G.M.; Reategui J.A.; Revilla A.C.; del Rocio Vizconde Burga D.","Valdiviezo, Victor Manuel (59324044700); Timaná, Dennis Brayan Baique (58500001900); Cava, Luis Gerardo Merino (59525885400); Reategui, Julio Arevalo (59129850300); Revilla, Adolfo Cacho (58499621600); del Rocio Vizconde Burga, Diana (59328496600)","59324044700; 58500001900; 59525885400; 59129850300; 58499621600; 59328496600","The Rising Influence of AI in Higher Education: Trends and Insights from a Bibliometric Analysis","2024","Journal of Educational and Social Research","14","5","","52","67","3","10.36941/jesr-2024-0121","https://www.scopus.com/pages/publications/85203990743?origin=resultslist","Universidad César Vallejo, Av. Larco 1770, Víctor Larco Herrera, Trujillo, Peru; Universidad Nacional Toribio Rodríguez de Mendoza, Triunfo, Chachapoyas, 01001, Peru; Universidad Particular de Chiclayo, Lambayeque, Pimentel, Peru","Valdiviezo V.M., Universidad César Vallejo, Av. Larco 1770, Víctor Larco Herrera, Trujillo, Peru; Timaná D.B.B., Universidad Nacional Toribio Rodríguez de Mendoza, Triunfo, Chachapoyas, 01001, Peru; Cava L.G.M., Universidad Nacional Toribio Rodríguez de Mendoza, Triunfo, Chachapoyas, 01001, Peru; Reategui J.A., Universidad Nacional Toribio Rodríguez de Mendoza, Triunfo, Chachapoyas, 01001, Peru; Revilla A.C., Universidad Nacional Toribio Rodríguez de Mendoza, Triunfo, Chachapoyas, 01001, Peru; del Rocio Vizconde Burga D., Universidad Particular de Chiclayo, Lambayeque, Pimentel, Peru","The purpose of this research was to examine the evolution, scope, and orientation of the scientific production on artificial intelligence applications in university students. The methodology, with a non-experimental design and qualitative approach, involved a search in Scopus, identifying 643 documents between 1975-2024, analyzed through VOSviewer and Bibliometrix. The results show an emerging field, but with rapid growth (4.59% per year), with notoriety of Kong, Abdulrahman and Chai. Research is predominantly in computer science (61%), social sciences (33%) and engineering (23%) from China, USA, Spain and Taiwan. Current applications focus on the use of AI in education, machine learning, support for academic decisions and student mental health. However, it is necessary to expand the approach towards ethical and regulatory aspects and the evaluation of multifaceted effects on different student profiles. In conclusion, although production is growing rapidly, more comprehensive perspectives are required to responsibly enhance the impact of these technologies on the university educational experience. © 2024 Valdiviezo Sir et al.","artificial intelligence; Bibliometrics; higher education; university students","","","","Richtmann Publishing Ltd","2239978X","","","","English","J. Edu. Soc. Res.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85203990743"
"Cabero-Almenara J.; Palacios-Rodríguez A.; Loaiza-Aguirre M.I.; Rivas-Manzano M.D.R.D.","Cabero-Almenara, Julio (23097101400); Palacios-Rodríguez, Antonio (57216991359); Loaiza-Aguirre, María Isabel (57194352631); Rivas-Manzano, María del Rosario de (56835761900)","23097101400; 57216991359; 57194352631; 56835761900","Acceptance of Educational Artificial Intelligence by Teachers and Its Relationship with Some Variables and Pedagogical Beliefs","2024","Education Sciences","14","7","740","","","53","10.3390/educsci14070740","https://www.scopus.com/pages/publications/85199598538?origin=resultslist","Department of Didactics and Educational Organisation, University of Seville, Seville, 41004, Spain; Department of Didactics and School Organisation, University of Málaga, Málaga, 29071, Spain; Department of Economics and Business Sciences, Private Technical University of Loja (UTPL), Loja, 110107, Ecuador; Department of Philosophy Arts and Humanities, Private Technical University of Loja (UTPL), Loja, 110107, Ecuador","Cabero-Almenara J., Department of Didactics and Educational Organisation, University of Seville, Seville, 41004, Spain; Palacios-Rodríguez A., Department of Didactics and School Organisation, University of Málaga, Málaga, 29071, Spain; Loaiza-Aguirre M.I., Department of Economics and Business Sciences, Private Technical University of Loja (UTPL), Loja, 110107, Ecuador; Rivas-Manzano M.D.R.D., Department of Philosophy Arts and Humanities, Private Technical University of Loja (UTPL), Loja, 110107, Ecuador","This study explores teachers’ acceptance of artificial intelligence in education (AIEd) and its relationship with various variables and pedagogical beliefs. Conducted at the Universidad Técnica Particular de Loja (UTPL, Ecuador), the research surveyed 425 teachers across different disciplines and teaching modalities. The UTAUT2 model analyzed dimensions like performance expectations, effort expectations, social influence, facilitating conditions, hedonic motivation, usage behavior, and intention to use AIEd. Results showed a high level of acceptance among teachers, influenced by factors like age, gender, and teaching modality. Additionally, it was found that constructivist pedagogical beliefs correlated positively with AIEd adoption. These insights are valuable for understanding AIEd integration in educational settings. © 2024 by the authors.","artificial intelligence; higher education; pedagogy; teacher","","A. Palacios-Rodríguez; Department of Didactics and School Organisation, University of Málaga, Málaga, 29071, Spain; email: aapalacios@uma.es","","Multidisciplinary Digital Publishing Institute (MDPI)","22277102","","","","English","Educ. Sci.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85199598538"
"Vargas-Murillo A.R.; de la Asuncion Pari-Bedoya I.N.M.; de Jesús Guevara-Soto F.","Vargas-Murillo, Alfonso Renato (57711611300); de la Asuncion Pari-Bedoya, Ilda Nadia Monica (58478633800); de Jesús Guevara-Soto, Francisco (58537256000)","57711611300; 58478633800; 58537256000","Challenges and Opportunities of AI-Assisted Learning: A Systematic Literature Review on the Impact of ChatGPT Usage in Higher Education","2023","International Journal of Learning, Teaching and Educational Research","22","7","","122","135","125","10.26803/ijlter.22.7.7","https://www.scopus.com/pages/publications/85167970767?origin=resultslist","Facultad de Derecho, Universidad Privada del Norte, Lima, Peru; Facultad de Derecho, Universidad Tecnológica del Perú, Lima, Peru; Grupo de Investigación Interdisciplinaria en Gestión de la Educación de Calidad, Universidad Privada de Tacna, Tacna, Peru","Vargas-Murillo A.R., Facultad de Derecho, Universidad Privada del Norte, Lima, Peru; de la Asuncion Pari-Bedoya I.N.M., Facultad de Derecho, Universidad Tecnológica del Perú, Lima, Peru; de Jesús Guevara-Soto F., Grupo de Investigación Interdisciplinaria en Gestión de la Educación de Calidad, Universidad Privada de Tacna, Tacna, Peru","In recent years, ChatGPT has become a noteworthy subject in the educational field due to the popularity it gained among students all over the world. Applications such as text creation, data processing, and curriculum development, among other applications, prove that ChatGPT is one of the most advanced chatbots available, albeit it posing a series of challenges that prevents students from developing their critical thinking skills in some cases. In this sense, this study’s objective is to analyze the current literature regarding the use of ChatGPT in higher education. The study questions its usage, the overall impact it has on education, and the challenges and opportunities of artificial intelligence- (AI) assisted learning, all within the research area of digital education. For this, a systematic literature review (SLR) was conducted across multiple journal databases, analyzing the articles found and filtering them with the use of specific criteria. The results of this analysis afforded the conclusion that that ChatGPT can potentially enhance both academic- and librarian-related processes, although it is important to reconsider the ethics of using technology such as this. This is because this kind of AI technology also has the potential to modify the way people take on different jobs, tasks, and processes at an academic level, for which the correct and responsible use of ChatGPT needs to be assessed in the field of higher education. © Authors.","artificial intelligence; ChatGPT; higher education; learning methodologies; smart learning","","","","Society for Research and Knowledge Management","16942116","","","","English","Intl. J. Learn. Teach. Edu. Res.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85167970767"
"Gil-Vera V.D.","Gil-Vera, Víctor D. (57200672010)","57200672010","ChatGPT use by university students: a relational analysis; [Uso de ChatGPT por estudiantes universitarios: un análisis relacional]","2024","Formacion Universitaria","17","5","","129","138","7","10.4067/S0718-50062024000400129","https://www.scopus.com/pages/publications/85207109717?origin=resultslist","Universidad Católica Luis Amigó, Facultad de Ingeniería de Sistemas, Grupo SISCO, Medellín, Colombia","Gil-Vera V.D., Universidad Católica Luis Amigó, Facultad de Ingeniería de Sistemas, Grupo SISCO, Medellín, Colombia","The objective of this study is to analyze the relationship between usability and satisfaction in university students using ChatGPT. Since its launch, the use of ChatGPT by university students has increased significantly in most universities around the world. This software can generate answers to any type of question, emulating the experience of interacting with a real person. A survey with Likert-type questions is applied to 250 university students and a covariance-based structural equation model is constructed. The results show and adjusted model with factor loadings and an acceptable Cronbach’s Alpha (usability α=0.80 and satisfaction α=0.85), CFI=0.921 and RMSA=0.0112. The p-value of the Kolmogorov-Smirnov normality test is 0.0245. In conclusion, the results of the model allowed accepting the research hypothesis—there is a positive and direct relationship between usability and satisfaction. © (2024), (Centro de Informacion Tecnologica). All rights reserved.","AI; aprendizaje de inteligencia artificial; ChatGPT usability; educación superior; higher education; IA; learning artificial intelligence; satisfacción del estudiante universitario; university student satisfaction; usabilidad de ChatGPT","","V.D. Gil-Vera; Universidad Católica Luis Amigó, Facultad de Ingeniería de Sistemas, Grupo SISCO, Medellín, Colombia; email: victor.gilve@amigo.edu.co","","Centro de Informacion Tecnologica","07185006","","","","English","Form. Univ.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85207109717"
